time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.079000,5.5956,-21.2649,8.5828,23.605
2.084000,5.3489,-20.9510,7.8218,22.994
2.089000,5.3200,-20.7495,7.0245,22.543
2.093000,5.3600,-20.6054,6.2832,22.199
2.101000,5.3618,-20.2750,5.7063,21.734
2.104000,5.3554,-19.6887,5.3760,21.100
2.107000,5.3226,-19.1480,5.1490,20.530
2.113000,5.3348,-18.7217,4.8559,20.063
2.118000,5.3841,-18.0637,4.4210,19.361
2.122000,5.7159,-17.1890,4.0672,18.565
2.127000,6.5306,-16.2792,3.7466,17.936
2.132000,7.7036,-15.5089,3.3919,17.646
2.136000,8.9975,-14.9900,2.7352,17.696
2.142000,9.8759,-14.6152,1.5342,17.706
2.146000,10.1976,-14.0662,-0.2298,17.375
2.151000,10.0746,-13.3455,-2.2766,16.875
2.156000,9.3549,-12.7440,-4.4162,16.414
2.161000,8.2440,-12.1938,-6.4832,16.084
2.166000,7.1344,-11.7112,-8.1189,15.936
2.171000,6.1998,-11.3203,-9.0765,15.779
2.176000,5.4991,-11.2417,-9.1826,15.522
2.182000,4.9792,-11.5627,-8.4456,15.160
2.186000,4.6111,-12.1880,-6.8749,14.733
2.190000,4.1072,-12.7478,-4.6857,14.189
2.196000,3.3582,-13.2558,-2.2319,13.856
2.201000,2.5001,-13.7644,0.3632,13.994
2.205000,1.5969,-14.1356,3.0063,14.540
2.210000,0.7554,-14.3388,5.4713,15.366
2.217000,0.1444,-14.4157,7.5348,16.267
2.221000,-0.2247,-14.4198,9.2734,17.146
2.225000,-0.4234,-14.3111,10.5667,17.794
2.230000,-0.6286,-14.1137,11.5062,18.220
2.235000,-0.6165,-13.7741,12.1489,18.377
2.239000,-0.4619,-13.5304,12.3068,18.296
2.244000,-0.3263,-13.2297,12.0736,17.914
2.250000,-0.3616,-12.9741,11.5225,17.356
2.254000,-0.4830,-12.6457,10.8262,16.654
2.259000,-0.5225,-12.3171,10.1465,15.967
2.264000,-0.3304,-11.9205,9.5067,15.251
2.269000,0.2471,-11.5166,8.9732,14.602
2.273000,1.1618,-11.3191,8.5565,14.237
2.279000,2.2246,-11.3194,8.2314,14.172
2.283000,3.2618,-11.3912,8.0798,14.342
2.288000,4.2714,-11.4288,7.8790,14.524
2.293000,5.1774,-11.4310,7.6755,14.710
2.300000,6.0256,-11.3560,7.2946,14.781
2.305000,6.8499,-11.1981,6.8146,14.790
2.308000,7.5708,-11.1090,6.3267,14.858
2.313000,8.3057,-11.1624,5.8207,15.082
2.317000,8.7786,-11.3450,5.1818,15.252
2.322000,8.9337,-11.4766,4.1935,15.136
2.327000,8.7435,-11.5902,3.0784,14.841
2.335000,8.1897,-11.7281,1.8795,14.427
2.338000,7.3337,-11.8906,0.7224,13.989
2.342000,6.2206,-12.0992,-0.2677,13.607
2.351000,5.1416,-12.4121,-1.2301,13.491
2.353000,4.1033,-12.8659,-1.9963,13.651
2.356000,3.1910,-13.3807,-2.6532,14.009
2.361000,2.4488,-13.7667,-3.1732,14.338
2.366000,1.7511,-13.9316,-3.4830,14.467
2.371000,1.1458,-13.9058,-3.6212,14.415
2.376000,0.5954,-13.7646,-3.6319,14.248
2.381000,0.1260,-13.6591,-3.5071,14.103
2.386000,-0.1270,-13.4587,-3.4690,13.899
2.390000,-0.1573,-13.0888,-3.4291,13.531
2.395000,-0.0366,-12.5283,-3.3999,12.982
2.401000,0.1859,-11.9756,-3.4426,12.462
2.405000,0.4469,-11.4326,-3.6002,11.994
2.410000,0.5997,-10.8678,-4.0067,11.598
2.417000,0.8406,-10.3411,-4.4738,11.299
2.421000,1.0730,-9.9953,-4.9563,11.208
2.425000,1.4110,-9.6636,-5.3430,11.132
2.430000,1.6611,-9.2841,-5.6974,11.019
2.436000,1.6443,-8.8594,-6.1516,10.910
2.440000,1.3285,-8.5603,-6.6890,10.945
2.444000,0.9671,-8.4132,-7.1111,11.058
2.456000,0.5799,-8.4048,-7.2840,11.137
2.457000,-0.1186,-8.5331,-7.3269,11.248
2.458000,-1.2347,-8.6579,-7.4468,11.486
2.463000,-2.5452,-8.7616,-7.7838,11.993
2.468000,-3.7396,-8.8985,-8.1626,12.641
2.473000,-4.6972,-8.9146,-8.4287,13.137
2.478000,-5.0877,-8.9764,-8.6187,13.444
2.484000,-5.2105,-8.9457,-8.3678,13.311
2.488000,-5.0005,-8.8722,-7.5711,12.690
2.493000,-4.2151,-8.7782,-5.2982,11.086
2.498000,-2.1497,-8.2957,-1.3648,8.678
2.503000,-0.3833,-7.8600,2.6802,8.313
2.508000,-0.0231,-7.8135,5.2957,9.439
2.512000,-0.5529,-7.8412,5.7429,9.735
2.517000,-1.5048,-7.7148,4.7831,9.201
2.522000,-2.4094,-7.7518,3.3505,8.782
2.527000,-2.5280,-7.6983,2.0595,8.360
2.534000,-1.7832,-7.3308,1.0836,7.622
2.537000,-0.7673,-6.7039,0.4330,6.762
2.542000,0.0796,-5.9073,-0.0059,5.908
2.546000,0.7167,-5.1714,-0.3958,5.236
2.552000,1.3871,-4.7487,-0.8258,5.016
2.556000,1.5813,-4.6065,-1.0054,4.973
2.561000,1.4637,-4.5713,-1.0849,4.921
2.567000,4.8880,-3.9777,-3.4824,7.200
2.571000,19.2439,-2.5562,-12.7463,23.223
2.576000,-3.8544,-9.9559,-21.0609,23.612
2.581000,-22.1478,-16.9368,-19.7535,34.170
2.588000,-33.0625,-25.1563,-16.9720,44.878
2.591000,-32.9057,-28.2419,-14.6837,45.782
2.595000,-32.8560,-25.5123,-9.7899,42.734
2.606000,-23.6514,-19.0478,-6.5482,31.066
